customer_id,product,category,quantity,unit_price,order_date,region,payment_method,total_cost,order_year,order_month,order_quarter,order_day_of_week,is_weekend,days_since_epoch,customer_transaction_number,is_quantity_outlier,is_price_outlier,is_extreme_outlier,price_tier,order_size_category,revenue_tier,customer_type,season,product_group
CUST_21903,Face Mask,Health & Beauty,1,131.84,7/25/2024,Europe,Debit Card,131.84,2024,7,3,Thursday,FALSE,571,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Fashion & Beauty
CUST_2191,Dress,Clothing,1,268.5,3/11/2025,Africa,Bank Transfer,268.5,2025,3,1,Tuesday,FALSE,800,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_21922,Coffee,Food & Beverages,3,44.39,12/5/2023,Latin America,Cash,133.17,2023,12,4,Tuesday,FALSE,338,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Winter,Lifestyle & Food
CUST_21926,Stapler,Office Supplies,2,84.66,9/6/2024,Latin America,Paypal,169.32,2024,9,3,Friday,FALSE,614,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Home & Office
CUST_21932,Action Figure,Toys & Games,6,192.98,10/10/2025,Asia Pacific,Cash,1157.88,2025,10,4,Friday,FALSE,1013,1,TRUE,FALSE,TRUE,Mid-Range,Medium Order,Very High Value,New Customer,Fall,Recreation & Sports
CUST_21939,Table,Home & Garden,2,31.75,5/31/2024,Europe,Debit Card,63.5,2024,5,2,Friday,FALSE,516,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Spring,Home & Office
CUST_21946,Skincare Set,Health & Beauty,1,62.8,2/3/2024,Asia Pacific,Cash,62.8,2024,2,1,Saturday,TRUE,398,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Winter,Fashion & Beauty
CUST_21959,Self-Help Book,Books,2,33.79,6/14/2025,Africa,Digital Wallet,67.58,2025,6,2,Saturday,TRUE,895,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Lifestyle & Food
CUST_21968,Biography,Books,1,21.63,6/21/2024,Europe,Debit Card,21.63,2024,6,2,Friday,FALSE,537,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Summer,Lifestyle & Food
CUST_21971,Textbook,Books,4,22.88,7/1/2024,Middle East,Debit Card,91.52,2024,7,3,Monday,FALSE,547,1,FALSE,FALSE,FALSE,Budget,Medium Order,Low Value,New Customer,Summer,Lifestyle & Food
CUST_21975,Snacks,Food & Beverages,2,39.07,1/9/2024,North America,Credit Card,78.14,2024,1,1,Tuesday,FALSE,373,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Winter,Lifestyle & Food
CUST_21983,Desk Organizer,Unknown,1,38.39,12/23/2024,Latin America,Digital Wallet,38.39,2024,12,4,Monday,FALSE,722,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Other
CUST_21989,Backpack,Sports & Outdoors,1,103.74,5/3/2025,Asia Pacific,Cash,103.74,2025,5,2,Saturday,TRUE,853,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Spring,Recreation & Sports
CUST_2199,Motor Oil,Automotive,2,688.76,12/17/2023,Asia Pacific,Credit Card,1377.52,2023,12,4,Sunday,TRUE,350,1,FALSE,FALSE,FALSE,Luxury,Small Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_21996,Chair,Home & Garden,1,628.34,7/1/2024,Europe,Debit Card,628.34,2024,7,3,Monday,FALSE,547,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Home & Office
CUST_22001,Jacket,Clothing,1,99.77,10/13/2025,Latin America,Digital Wallet,99.77,2025,10,4,Monday,FALSE,1016,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Fashion & Beauty
CUST_22012,Car Accessories,Automotive,1,130.95,6/24/2025,Asia Pacific,Cash,130.95,2025,6,2,Tuesday,FALSE,905,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Technology & Auto
CUST_22013,Desk Organizer,Office Supplies,2,41.18,10/9/2024,Africa,Digital Wallet,82.36,2024,10,4,Wednesday,FALSE,647,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Fall,Home & Office
CUST_22016,Toy Car,Toys & Games,1,30.87,9/7/2025,Africa,Paypal,30.87,2025,9,3,Sunday,TRUE,980,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Recreation & Sports
CUST_22019,Cookbook,Books,1,24.72,11/25/2024,Africa,Cash,24.72,2024,11,4,Monday,FALSE,694,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Lifestyle & Food
CUST_22020,Face Mask,Health & Beauty,2,66.19,11/24/2024,North America,Cash,132.38,2024,11,4,Sunday,TRUE,693,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_22023,Energy Drink,Food & Beverages,1,5.78,9/11/2024,North America,Cash,5.78,2024,9,3,Wednesday,FALSE,619,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Lifestyle & Food
CUST_22030,Backpack,Sports & Outdoors,2,185.59,9/27/2025,Africa,Paypal,371.18,2025,9,3,Saturday,TRUE,1000,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Recreation & Sports
CUST_22068,Car Charger,Automotive,4,646.79,12/23/2024,North America,Paypal,2587.16,2024,12,4,Monday,FALSE,722,1,FALSE,FALSE,FALSE,Luxury,Medium Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_22075,Smartphone,Electronics,1,1014.89,1/13/2025,North America,Digital Wallet,1014.89,2025,1,1,Monday,FALSE,743,1,FALSE,TRUE,TRUE,Luxury,Single Item,Very High Value,New Customer,Winter,Technology & Auto
CUST_22087,Car Parts,Automotive,6,604.15,2/28/2024,Latin America,Credit Card,3624.9,2024,2,1,Wednesday,FALSE,423,1,FALSE,FALSE,FALSE,Luxury,Medium Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_22094,Bicycle,Sports & Outdoors,5,380.09,5/29/2025,Asia Pacific,Digital Wallet,1900.45,2025,5,2,Thursday,FALSE,879,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Spring,Recreation & Sports
CUST_22102,T-Shirt,Clothing,3,66.8,5/26/2025,Asia Pacific,Paypal,200.4,2025,5,2,Monday,FALSE,876,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22134,Car Accessories,Automotive,1,234.38,4/20/2024,Africa,Bank Transfer,234.38,2024,4,2,Saturday,TRUE,475,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Spring,Technology & Auto
CUST_22155,Curtains,Home & Garden,1,724.23,11/17/2023,Europe,Cash,724.23,2023,11,4,Friday,FALSE,320,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Fall,Home & Office
CUST_22174,Gaming Console,Electronics,1,1014.89,1/13/2025,North America,Digital Wallet,1014.89,2025,1,1,Monday,FALSE,743,1,FALSE,TRUE,TRUE,Luxury,Single Item,Very High Value,New Customer,Winter,Technology & Auto
CUST_22177,Car Charger,Automotive,5,871.41,7/11/2025,Middle East,Cash,4357.05,2025,7,3,Friday,FALSE,922,1,FALSE,TRUE,FALSE,Luxury,Medium Order,Very High Value,New Customer,Summer,Technology & Auto
CUST_22199,Jeans,Clothing,1,149.86,7/1/2024,Middle East,Paypal,149.86,2024,7,3,Monday,FALSE,547,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Fashion & Beauty
CUST_22206,Tennis Racket,Sports & Outdoors,2,395.89,9/7/2025,North America,Debit Card,791.78,2025,9,3,Sunday,TRUE,980,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Fall,Recreation & Sports
CUST_22207,Action Figure,Toys & Games,3,156.81,11/10/2024,Middle East,Paypal,470.43,2024,11,4,Sunday,TRUE,679,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Recreation & Sports
CUST_22207,Jacket,Clothing,2,110.66,11/20/2024,Middle East,Paypal,221.32,2024,11,4,Wednesday,FALSE,689,2,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,Regular Customer,Fall,Fashion & Beauty
CUST_22213,Car Charger,Automotive,1,428.7,2/11/2025,Middle East,Paypal,428.7,2025,2,1,Tuesday,FALSE,772,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Winter,Technology & Auto
CUST_22245,Table,Home & Garden,1,577.91,8/23/2025,Africa,Cash,577.91,2025,8,3,Saturday,TRUE,965,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Home & Office
CUST_22247,Calculator,Office Supplies,1,8.79,10/26/2024,North America,Debit Card,8.79,2024,10,4,Saturday,TRUE,664,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Home & Office
CUST_22270,Printer Paper,Office Supplies,1,43.61,10/31/2023,North America,Bank Transfer,43.61,2023,10,4,Tuesday,FALSE,303,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Home & Office
CUST_22271,Notebook,Office Supplies,1,99.24,4/4/2025,Europe,Paypal,99.24,2025,4,2,Friday,FALSE,824,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Spring,Home & Office
CUST_22300,Calculator,Office Supplies,1,89.44,7/18/2024,Asia Pacific,Paypal,89.44,2024,7,3,Thursday,FALSE,564,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Home & Office
CUST_2231,Notebook,Office Supplies,3,79.86,2/12/2025,North America,Cash,239.58,2025,2,1,Wednesday,FALSE,773,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Winter,Home & Office
CUST_22310,Car Accessories,Automotive,2,750.04,1/12/2024,Middle East,Bank Transfer,1500.08,2024,1,1,Friday,FALSE,376,1,FALSE,FALSE,FALSE,Luxury,Small Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_22319,Makeup Kit,Health & Beauty,4,86.49,1/21/2025,Middle East,Bank Transfer,345.96,2025,1,1,Tuesday,FALSE,751,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Winter,Fashion & Beauty
CUST_22319,Car Charger,Automotive,1,839.09,4/1/2025,Asia Pacific,Paypal,839.09,2025,4,2,Tuesday,FALSE,821,2,FALSE,TRUE,FALSE,Luxury,Single Item,High Value,Regular Customer,Spring,Technology & Auto
CUST_22331,Bedding,Home & Garden,4,252.38,11/29/2024,North America,Paypal,1009.52,2024,11,4,Friday,FALSE,698,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Fall,Home & Office
CUST_22344,Notebook,Office Supplies,1,84.99,8/31/2024,Middle East,Credit Card,84.99,2024,8,3,Saturday,TRUE,608,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Home & Office
CUST_22356,T-Shirt,Clothing,2,257.92,2/7/2024,Latin America,Bank Transfer,515.84,2024,2,1,Wednesday,FALSE,402,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Winter,Fashion & Beauty
CUST_22365,Shorts,Clothing,3,33.93,5/31/2025,Europe,Digital Wallet,101.79,2025,5,2,Saturday,TRUE,881,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22379,Biography,Books,5,67.91,4/25/2025,Middle East,Bank Transfer,339.55,2025,4,2,Friday,FALSE,845,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Spring,Lifestyle & Food
CUST_22395,Bedding,Home & Garden,1,362.58,6/23/2024,Europe,Debit Card,362.58,2024,6,2,Sunday,TRUE,539,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Home & Office
CUST_22406,Cookbook,Books,3,36.72,10/22/2025,Latin America,Bank Transfer,110.16,2025,10,4,Wednesday,FALSE,1025,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_22409,Snacks,Food & Beverages,1,12.95,7/4/2024,Europe,Paypal,12.95,2024,7,3,Thursday,FALSE,550,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Summer,Lifestyle & Food
CUST_22410,Video Game,Toys & Games,5,143.41,10/24/2023,Europe,Debit Card,717.05,2023,10,4,Tuesday,FALSE,296,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,High Value,New Customer,Fall,Recreation & Sports
CUST_22412,Tire,Automotive,1,146.9,8/27/2025,Asia Pacific,Debit Card,146.9,2025,8,3,Wednesday,FALSE,969,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Technology & Auto
CUST_22418,Shorts,Clothing,1,219.54,6/12/2024,Africa,Debit Card,219.54,2024,6,2,Wednesday,FALSE,528,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Fashion & Beauty
CUST_22420,T-Shirt,Clothing,3,171.92,6/11/2025,Europe,Bank Transfer,515.76,2025,6,2,Wednesday,FALSE,892,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,High Value,New Customer,Summer,Fashion & Beauty
CUST_22421,Smart Watch,Electronics,1,1014.89,6/16/2024,Asia Pacific,Debit Card,1014.89,2024,6,2,Sunday,TRUE,532,1,FALSE,TRUE,TRUE,Luxury,Single Item,Very High Value,New Customer,Summer,Technology & Auto
CUST_22433,Water Bottle,Sports & Outdoors,3,335.53,8/15/2024,Asia Pacific,Credit Card,1006.59,2024,8,3,Thursday,FALSE,592,1,FALSE,FALSE,FALSE,Premium,Small Order,Very High Value,New Customer,Summer,Recreation & Sports
CUST_22433,Kitchen Set,Home & Garden,1,621.09,10/1/2024,Africa,Paypal,621.09,2024,10,4,Tuesday,FALSE,639,2,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,Regular Customer,Fall,Home & Office
CUST_22440,Jeans,Clothing,1,201.92,10/3/2025,Middle East,Unknown,201.92,2025,10,4,Friday,FALSE,1006,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_22441,Biography,Books,2,66.08,2/4/2025,Europe,Cash,132.16,2025,2,1,Tuesday,FALSE,765,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Winter,Lifestyle & Food
CUST_22443,Shorts,Clothing,3,70.29,2/14/2024,Africa,Digital Wallet,210.87,2024,2,1,Wednesday,FALSE,409,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Winter,Fashion & Beauty
CUST_22446,Stapler,Office Supplies,1,75.87,7/7/2024,Asia Pacific,Paypal,75.87,2024,7,3,Sunday,TRUE,553,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Home & Office
CUST_22452,Tv,Electronics,3,1014.89,10/17/2025,Africa,Bank Transfer,3044.67,2025,10,4,Friday,FALSE,1020,1,FALSE,TRUE,TRUE,Luxury,Small Order,Very High Value,New Customer,Fall,Technology & Auto
CUST_22454,Jacket,Clothing,1,269.83,10/21/2025,Latin America,Paypal,269.83,2025,10,4,Tuesday,FALSE,1024,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_22465,Stapler,Office Supplies,2,72.68,4/10/2025,Asia Pacific,Credit Card,145.36,2025,4,2,Thursday,FALSE,830,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Home & Office
CUST_22478,Plant Pot,Home & Garden,2,211.06,10/12/2024,Latin America,Bank Transfer,422.12,2024,10,4,Saturday,TRUE,650,1,FALSE,FALSE,FALSE,Premium,Small Order,Medium Value,New Customer,Fall,Home & Office
CUST_22478,Doll,Toys & Games,2,169.83,10/10/2025,Latin America,Credit Card,339.66,2025,10,4,Friday,FALSE,1013,2,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,Regular Customer,Fall,Recreation & Sports
CUST_22483,Kitchen Set,Home & Garden,1,183.17,11/18/2024,Asia Pacific,Credit Card,183.17,2024,11,4,Monday,FALSE,687,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Fall,Home & Office
CUST_22486,Gps Device,Automotive,6,878.84,3/30/2024,North America,Credit Card,5273.04,2024,3,1,Saturday,TRUE,454,1,TRUE,TRUE,TRUE,Luxury,Medium Order,Very High Value,New Customer,Spring,Technology & Auto
CUST_22499,Chocolate,Food & Beverages,3,48.94,8/2/2025,North America,Bank Transfer,146.82,2025,8,3,Saturday,TRUE,944,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Summer,Lifestyle & Food
CUST_2251,Self-Help Book,Books,2,65.48,9/15/2025,Latin America,Credit Card,130.96,2025,9,3,Monday,FALSE,988,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_22510,Kitchen Set,Home & Garden,4,639.21,4/6/2025,Africa,Bank Transfer,2556.84,2025,4,2,Sunday,TRUE,826,1,FALSE,FALSE,FALSE,Luxury,Medium Order,Very High Value,New Customer,Spring,Home & Office
CUST_22514,Curtains,Home & Garden,2,710.64,7/8/2024,Latin America,Bank Transfer,1421.28,2024,7,3,Monday,FALSE,554,1,FALSE,FALSE,FALSE,Luxury,Small Order,Very High Value,New Customer,Summer,Home & Office
CUST_22519,Hat,Clothing,1,160.11,3/2/2025,Latin America,Debit Card,160.11,2025,3,1,Sunday,TRUE,791,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22527,Smartphone,Electronics,5,1014.89,5/21/2024,Latin America,Debit Card,5074.45,2024,5,2,Tuesday,FALSE,506,1,FALSE,TRUE,TRUE,Luxury,Medium Order,Very High Value,New Customer,Spring,Technology & Auto
CUST_22532,Gps Device,Automotive,1,865.95,7/24/2025,North America,Paypal,865.95,2025,7,3,Thursday,FALSE,935,1,FALSE,TRUE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Technology & Auto
CUST_22538,Shampoo,Health & Beauty,1,65.03,3/13/2025,Latin America,Credit Card,65.03,2025,3,1,Thursday,FALSE,802,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Spring,Fashion & Beauty
CUST_22544,Table,Home & Garden,2,145.44,7/14/2025,Latin America,Bank Transfer,290.88,2025,7,3,Monday,FALSE,925,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Summer,Home & Office
CUST_22548,Tea,Food & Beverages,5,21.38,10/19/2024,Europe,Debit Card,106.9,2024,10,4,Saturday,TRUE,657,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_22575,Snacks,Food & Beverages,1,46.03,12/28/2024,Asia Pacific,Cash,46.03,2024,12,4,Saturday,TRUE,727,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Lifestyle & Food
CUST_22577,Dress,Clothing,1,223.18,3/21/2025,North America,Debit Card,223.18,2025,3,1,Friday,FALSE,810,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22587,Self-Help Book,Books,1,56.52,3/5/2025,Africa,Debit Card,56.52,2025,3,1,Wednesday,FALSE,794,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Spring,Lifestyle & Food
CUST_22594,Chair,Home & Garden,1,432.29,9/14/2025,Africa,Cash,432.29,2025,9,3,Sunday,TRUE,987,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Fall,Home & Office
CUST_22599,Desk Organizer,Office Supplies,2,53.33,8/20/2025,Middle East,Bank Transfer,106.66,2025,8,3,Wednesday,FALSE,962,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Summer,Home & Office
CUST_22611,Tire,Automotive,1,757.61,9/21/2024,Latin America,Credit Card,757.61,2024,9,3,Saturday,TRUE,629,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Fall,Technology & Auto
CUST_22616,Smartphone,Electronics,2,213.09,11/7/2023,Africa,Digital Wallet,426.18,2023,11,4,Tuesday,FALSE,310,1,FALSE,FALSE,FALSE,Premium,Small Order,Medium Value,New Customer,Fall,Technology & Auto
CUST_22623,Organic Food,Food & Beverages,1,14.7,3/26/2025,Latin America,Bank Transfer,14.7,2025,3,1,Wednesday,FALSE,815,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Spring,Lifestyle & Food
CUST_22624,Snacks,Food & Beverages,3,24.61,11/22/2024,Asia Pacific,Digital Wallet,73.83,2024,11,4,Friday,FALSE,691,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Fall,Lifestyle & Food
CUST_22626,Tv,Electronics,5,1014.89,1/16/2025,Middle East,Bank Transfer,5074.45,2025,1,1,Thursday,FALSE,746,1,FALSE,TRUE,TRUE,Luxury,Medium Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_2264,T-Shirt,Clothing,1,151.9,4/1/2024,Europe,Debit Card,151.9,2024,4,2,Monday,FALSE,456,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22644,Gaming Console,Electronics,1,909.99,12/16/2024,North America,Paypal,909.99,2024,12,4,Monday,FALSE,715,1,FALSE,TRUE,FALSE,Luxury,Single Item,High Value,New Customer,Winter,Technology & Auto
CUST_22644,Running Shoes,Sports & Outdoors,1,480.51,4/14/2025,Europe,Paypal,480.51,2025,4,2,Monday,FALSE,834,2,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,Regular Customer,Spring,Recreation & Sports
CUST_22649,Dress,Clothing,5,206.28,1/5/2024,Asia Pacific,Bank Transfer,1031.4,2024,1,1,Friday,FALSE,369,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Winter,Fashion & Beauty
CUST_22652,Shoes,Clothing,1,51.92,5/17/2025,Africa,Debit Card,51.92,2025,5,2,Saturday,TRUE,867,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Spring,Fashion & Beauty
CUST_22653,Shorts,Clothing,2,80.77,4/8/2025,Europe,Debit Card,161.54,2025,4,2,Tuesday,FALSE,828,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_22681,Printer Paper,Office Supplies,2,68.8,9/22/2025,Asia Pacific,Paypal,137.6,2025,9,3,Monday,FALSE,995,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Home & Office
CUST_22705,Tire,Automotive,3,595.41,9/18/2025,Latin America,Cash,1786.23,2025,9,3,Thursday,FALSE,991,1,FALSE,FALSE,FALSE,Luxury,Small Order,Very High Value,New Customer,Fall,Technology & Auto
CUST_22706,Jacket,Clothing,1,148.47,9/23/2025,Africa,Bank Transfer,148.47,2025,9,3,Tuesday,FALSE,996,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_22710,Makeup Kit,Health & Beauty,1,22.22,7/24/2024,Africa,Digital Wallet,22.22,2024,7,3,Wednesday,FALSE,570,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Summer,Fashion & Beauty
CUST_22711,Makeup Kit,Health & Beauty,1,55.95,11/15/2024,Africa,Credit Card,55.95,2024,11,4,Friday,FALSE,684,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Fashion & Beauty
CUST_22729,Puzzle,Toys & Games,1,189.31,6/14/2024,Middle East,Credit Card,189.31,2024,6,2,Friday,FALSE,530,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_22745,Pen Set,Office Supplies,1,60.72,10/13/2024,Unknown,Credit Card,60.72,2024,10,4,Sunday,TRUE,651,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Home & Office
CUST_2275,Skincare Set,Health & Beauty,2,112.39,9/8/2025,Africa,Debit Card,224.78,2025,9,3,Monday,FALSE,981,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_22750,Stapler,Office Supplies,4,59,2/15/2024,Latin America,Paypal,236,2024,2,1,Thursday,FALSE,410,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Winter,Home & Office
CUST_22750,Vitamins,Health & Beauty,1,39.58,8/3/2024,North America,Debit Card,39.58,2024,8,3,Saturday,TRUE,580,2,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,Regular Customer,Summer,Fashion & Beauty
CUST_22760,Video Game,Toys & Games,4,97.35,12/19/2024,Europe,Bank Transfer,389.4,2024,12,4,Thursday,FALSE,718,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Winter,Recreation & Sports
CUST_22771,Tennis Racket,Sports & Outdoors,2,354.29,5/19/2025,Middle East,Bank Transfer,708.58,2025,5,2,Monday,FALSE,869,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Spring,Recreation & Sports
CUST_22774,Chocolate,Food & Beverages,1,11.58,3/28/2025,Africa,Paypal,11.58,2025,3,1,Friday,FALSE,817,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Spring,Lifestyle & Food
CUST_22774,Notebook,Office Supplies,2,87.23,6/29/2025,North America,Paypal,174.46,2025,6,2,Sunday,TRUE,910,2,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,Regular Customer,Summer,Home & Office
CUST_22790,Kitchen Set,Home & Garden,1,495.64,8/24/2024,Asia Pacific,Credit Card,495.64,2024,8,3,Saturday,TRUE,601,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Home & Office
CUST_22797,Stapler,Office Supplies,4,19.5,11/28/2023,Europe,Digital Wallet,78,2023,11,4,Tuesday,FALSE,331,1,FALSE,FALSE,FALSE,Budget,Medium Order,Low Value,New Customer,Fall,Home & Office
CUST_22805,Shampoo,Health & Beauty,1,72.74,1/24/2025,Middle East,Debit Card,72.74,2025,1,1,Friday,FALSE,754,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Winter,Fashion & Beauty
CUST_22817,Tea,Food & Beverages,4,39.49,6/30/2024,Latin America,Cash,157.96,2024,6,2,Sunday,TRUE,546,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Summer,Lifestyle & Food
CUST_22828,Action Figure,Toys & Games,1,119.63,11/20/2024,Middle East,Unknown,119.63,2024,11,4,Wednesday,FALSE,689,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Fall,Recreation & Sports
CUST_22842,Gps Device,Automotive,1,726.13,7/12/2025,Africa,Bank Transfer,726.13,2025,7,3,Saturday,TRUE,923,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Technology & Auto
